from_code,to_code,count,flightdistance,flighttime,airline
LGA,FLL,3152,"1,075 miles / 1731 km","2 hours, 30 minutes",Delta Air Lines
LGA,FNT,392,"531 miles / 854 km","1 hour, 34 minutes",<undefined>
LGA,GRR,363,"619 miles / 995 km","1 hour, 44 minutes",Delta Air Lines
LGA,GSO,927,"461 miles / 741 km","1 hour, 9 minutes",American Airlines
LGA,GSP,609,"610 miles / 982 km","1 hour, 43 minutes",Delta Air Lines
LGA,HDN,15,"1,742 miles / 2804 km","3 hours, 59 minutes",<undefined>
LGA,HSV,69,"823 miles / 1324 km","2 hours, 9 minutes",<undefined>
LGA,IAD,1103,"228 miles / 367 km","48 minutes",<undefined>
LGA,IAH,3418,"1,416 miles / 2279 km","3 hours, 21 minutes",Delta Air Lines
LGA,IND,1331,"660 miles / 1063 km","1 hour, 39 minutes",American Airlines
LGA,JAX,1285,"833 miles / 1341 km","1 hour, 58 minutes",Delta Air Lines
LGA,LEX,415,"604 miles / 972 km","1 hour, 43 minutes",Delta Air Lines
LGA,MCO,3158,"950 miles / 1529 km","2 hours, 14 minutes",American Airlines
LGA,MEM,1605,"963 miles / 1549 km","2 hours, 20 minutes",American Airlines
LGA,MIA,3586,"1,096 miles / 1764 km","2 hours, 32 minutes",American Airlines
LGA,MKE,592,"738 miles / 1188 km","1 hour, 51 minutes",Delta Air Lines
LGA,MLB,2,"954 miles / 1536 km","2 hours, 25 minutes",<undefined>
LGA,MSN,620,"812 miles / 1307 km","1 hour, 52 minutes",Delta Air Lines
LGA,MSP,2719,"1,020 miles / 1642 km","2 hours, 28 minutes",American Airlines
LGA,MSY,512,"1,183 miles / 1904 km","2 hours, 46 minutes",Delta Air Lines
LGA,MYR,123,"563 miles / 906 km","1 hour, 38 minutes",<undefined>
LGA,ORD,10862,"733 miles / 1180 km","1 hour, 55 minutes",American Airlines
LGA,PBI,1934,"1,034 miles / 1665 km","2 hours, 25 minutes",Delta Air Lines
LGA,PHF,770,"288 miles / 464 km","52 minutes",<undefined>
LGA,PHL,1,"96 miles / 154 km","35 minutes",American Airlines
LGA,PIT,1297,"335 miles / 539 km","55 minutes",American Airlines
LGA,RDU,4423,"431 miles / 693 km","1 hour, 10 minutes",American Airlines
LGA,RIC,1336,"292 miles / 470 km","56 minutes",American Airlines
LGA,RSW,238,"1,080 miles / 1738 km","2 hours, 37 minutes",Delta Air Lines
LGA,SAV,995,"722 miles / 1162 km","1 hour, 40 minutes",American Airlines
LGA,SDF,571,"659 miles / 1060 km","1 hour, 49 minutes",American Airlines
LGA,SLC,24,"1,983 miles / 3191 km","4 hours, 28 minutes",<undefined>
LGA,SRQ,74,"1,047 miles / 1684 km","2 hours, 30 minutes",Delta Air Lines
LGA,STL,1604,"888 miles / 1429 km","2 hours, 11 minutes",American Airlines
LGA,STT,9,"1,634 miles / 2629 km","3 hours, 46 minutes",<undefined>
LGA,TPA,1464,"1,010 miles / 1626 km","2 hours, 25 minutes",Delta Air Lines
LGA,TVC,50,"655 miles / 1054 km","1 hour, 39 minutes",<undefined>
LGA,TYS,642,"647 miles / 1042 km","1 hour, 48 minutes",American Airlines
LGA,VPS,2,"1,004 miles / 1615 km","2 hours, 30 minutes",<undefined>
LGA,XNA,765,"1,147 miles / 1846 km","2 hours, 52 minutes",American Airlines
LGB,AUS,245,"1,226 miles / 1973 km","2 hours, 29 minutes",<undefined>
LGB,BOS,789,"2,602 miles / 4187 km","4 hours, 57 minutes",<undefined>
LGB,FAT,431,"222 miles / 358 km","52 minutes",<undefined>
LGB,FLL,332,"2,327 miles / 3746 km","5 hours, 9 minutes",<undefined>
LGB,GEG,1,"953 miles / 1534 km","2 hours, 24 minutes",<undefined>
LGB,IAD,756,"2,278 miles / 3665 km","4 hours, 23 minutes",<undefined>
LGB,JFK,1544,"2,465 miles / 3967 km","4 hours, 52 minutes",<undefined>
LGB,LAS,853,"231 miles / 371 km","45 minutes",<undefined>
LGB,MRY,436,"283 miles / 455 km","1 hour, 4 minutes",<undefined>
LGB,OAK,1631,"353 miles / 568 km","58 minutes",<undefined>
LGB,ORD,600,"1,735 miles / 2793 km","3 hours, 31 minutes",<undefined>
LGB,PDX,142,"845 miles / 1361 km","1 hour, 57 minutes",<undefined>
LGB,PHX,1623,"355 miles / 571 km","58 minutes",<undefined>
LGB,RNO,459,"402 miles / 647 km","1 hour, 18 minutes",<undefined>
LGB,SEA,1499,"965 miles / 1553 km","2 hours, 15 minutes",<undefined>
LGB,SFO,210,"354 miles / 569 km","58 minutes",<undefined>
LGB,SJC,661,"324 miles / 521 km","1 hour, 9 minutes",<undefined>
LGB,SLC,2500,"588 miles / 947 km","1 hour, 25 minutes",<undefined>
LGB,SMF,729,"387 miles / 623 km","1 hour, 3 minutes",<undefined>
LGB,TWF,1,"630 miles / 1014 km","1 hour, 46 minutes",<undefined>
LIH,DEN,45,"3,414 miles / 5494 km","6 hours, 23 minutes",<undefined>
LIH,HNL,10407,"102 miles / 164 km","21 minutes",<undefined>
LIH,KOA,54,"263 miles / 423 km","1 hour, 2 minutes",<undefined>
LIH,LAX,1069,"2,615 miles / 4209 km","4 hours, 59 minutes",Hawaiian Airlines
LIH,OGG,426,"201 miles / 324 km","34 minutes",<undefined>
LIH,PHX,280,"2,979 miles / 4794 km","5 hours, 40 minutes",<undefined>
LIH,SAN,31,"2,676 miles / 4307 km","5 hours, 51 minutes",Alaska Airlines
LIH,SEA,366,"2,701 miles / 4346 km","5 hours, 17 minutes",Alaska Airlines
LIH,SFO,483,"2,447 miles / 3938 km","4 hours, 46 minutes",<undefined>
LIH,SNA,23,"2,644 miles / 4255 km","5 hours, 47 minutes",<undefined>
LIT,ATL,2526,"453 miles / 729 km","1 hour, 7 minutes",<undefined>
LIT,BWI,366,"912 miles / 1468 km","1 hour, 58 minutes",<undefined>
LIT,CLT,39,"641 miles / 1031 km","1 hour, 26 minutes",<undefined>
LIT,CVG,49,"514 miles / 827 km","1 hour, 32 minutes",<undefined>
LIT,DAL,2327,"296 miles / 477 km","50 minutes",<undefined>
LIT,DEN,118,"771 miles / 1240 km","1 hour, 56 minutes",<undefined>
LIT,DFW,3245,"304 miles / 490 km","53 minutes",<undefined>
LIT,DTW,361,"704 miles / 1134 km","1 hour, 37 minutes",<undefined>
LIT,EWR,331,"1,068 miles / 1719 km","2 hours, 18 minutes",<undefined>
LIT,HOU,365,"393 miles / 633 km","1 hour, 8 minutes",<undefined>
LIT,IAH,1103,"374 miles / 602 km","1 hour, 5 minutes",<undefined>
LIT,LAS,382,"1,295 miles / 2083 km","2 hours, 59 minutes",<undefined>
LIT,MCO,1,"776 miles / 1248 km","2 hours, 3 minutes",<undefined>
LIT,MDW,383,"544 miles / 875 km","1 hour, 19 minutes",<undefined>
LIT,MEM,887,"130 miles / 208 km","30 minutes",<undefined>
LIT,MSP,157,"702 miles / 1130 km","1 hour, 54 minutes",<undefined>
LIT,ORD,1806,"552 miles / 888 km","1 hour, 25 minutes",<undefined>
LIT,PHX,235,"1,136 miles / 1829 km","2 hours, 44 minutes",<undefined>
LIT,SAT,1,"512 miles / 824 km","1 hour, 31 minutes",<undefined>
LIT,SLC,18,"1,156 miles / 1861 km","2 hours, 49 minutes",<undefined>
LIT,STL,669,"296 miles / 476 km","52 minutes",<undefined>
LMT,MFR,1,"60 miles / 97 km","37 minutes",<undefined>
LMT,PDX,162,"241 miles / 387 km","57 minutes",<undefined>
LMT,SFO,348,"315 miles / 507 km","1 hour, 16 minutes",<undefined>
LNK,ABE,1,"1,116 miles / 1796 km","2 hours, 44 minutes",<undefined>
LNK,CRW,1,"826 miles / 1329 km","2 hours, 9 minutes",<undefined>
LNK,DEN,1204,"423 miles / 681 km","1 hour, 7 minutes",<undefined>
LNK,DTW,320,"701 miles / 1127 km","1 hour, 54 minutes",<undefined>
LNK,LAN,1,"642 miles / 1033 km","1 hour, 47 minutes",<undefined>
LNK,MSP,106,"331 miles / 533 km","56 minutes",<undefined>
LNK,ORD,1403,"466 miles / 750 km","1 hour, 11 minutes",<undefined>
LNK,PIA,1,"371 miles / 597 km","1 hour, 15 minutes",<undefined>
LRD,DFW,1401,"396 miles / 638 km","1 hour, 3 minutes",<undefined>
LRD,IAH,714,"301 miles / 485 km","52 minutes",<undefined>
LSE,MSP,434,"119 miles / 192 km","31 minutes",<undefined>
LSE,ORD,1571,"215 miles / 346 km","41 minutes",<undefined>
LWB,ATL,185,"369 miles / 593 km","1 hour, 3 minutes",<undefined>
LWS,BOI,1,"198 miles / 318 km","54 minutes",<undefined>
LWS,IDA,1,"313 miles / 503 km","1 hour, 8 minutes",<undefined>
LWS,SLC,650,"461 miles / 742 km","1 hour, 8 minutes",<undefined>
LYH,ATL,625,"389 miles / 626 km","1 hour, 17 minutes",<undefined>
MAF,ABQ,366,"332 miles / 534 km","52 minutes",<undefined>
MAF,AUS,471,"294 miles / 474 km","1 hour, 5 minutes",<undefined>
MAF,DAL,1995,"319 miles / 513 km","50 minutes",<undefined>
MAF,DFW,1778,"309 miles / 497 km","51 minutes",<undefined>
MAF,HOU,676,"441 miles / 710 km","1 hour, 4 minutes",<undefined>
MAF,IAH,1187,"429 miles / 690 km","1 hour, 6 minutes",<undefined>
MAF,LAS,366,"795 miles / 1280 km","1 hour, 55 minutes",<undefined>
MBS,DTW,1460,"99 miles / 159 km","26 minutes",<undefined>
MBS,MSP,117,"463 miles / 745 km","1 hour, 17 minutes",<undefined>
MBS,ORD,1341,"222 miles / 358 km","44 minutes",<undefined>
MCI,ABQ,670,"718 miles / 1156 km","1 hour, 45 minutes",<undefined>
MCI,ATL,4140,"692 miles / 1114 km","1 hour, 34 minutes",<undefined>
MCI,AUS,459,"650 miles / 1045 km","1 hour, 48 minutes",<undefined>
MCI,BNA,1317,"491 miles / 790 km","1 hour, 9 minutes",<undefined>
MCI,BWI,1025,"966 miles / 1555 km","2 hours, 3 minutes",<undefined>
MCI,CLE,1219,"694 miles / 1116 km","1 hour, 36 minutes",<undefined>
MCI,CLT,1182,"809 miles / 1301 km","1 hour, 45 minutes",<undefined>
MCI,CMH,164,"632 miles / 1017 km","1 hour, 46 minutes",<undefined>
MCI,COS,178,"538 miles / 866 km","1 hour, 35 minutes",<undefined>
MCI,CVG,1491,"540 miles / 869 km","1 hour, 19 minutes",<undefined>
MCI,DAL,3943,"461 miles / 741 km","1 hour, 11 minutes",<undefined>
MCI,DEN,5256,"533 miles / 858 km","1 hour, 24 minutes",<undefined>
MCI,DFW,2877,"460 miles / 740 km","1 hour, 13 minutes",<undefined>
MCI,DTW,1252,"628 miles / 1011 km","1 hour, 28 minutes",<undefined>
MCI,EWR,1799,"1,092 miles / 1757 km","2 hours, 21 minutes",<undefined>
MCI,FLL,60,"1,242 miles / 1999 km","2 hours, 38 minutes",<undefined>
MCI,IAD,227,"927 miles / 1491 km","1 hour, 59 minutes",<undefined>
MCI,IAH,2527,"643 miles / 1035 km","1 hour, 41 minutes",<undefined>
MCI,ICT,1,"186 miles / 300 km","52 minutes",<undefined>
MCI,IND,1074,"451 miles / 725 km","1 hour, 3 minutes",<undefined>
MCI,JAX,229,"955 miles / 1538 km","2 hours, 25 minutes",<undefined>
MCI,LAS,1926,"1,139 miles / 1834 km","2 hours, 42 minutes",<undefined>
MCI,LAX,1331,"1,363 miles / 2194 km","3 hours, 6 minutes",<undefined>
MCI,LNK,1,"152 miles / 245 km","48 minutes",<undefined>
MCI,MCO,1349,"1,072 miles / 1726 km","2 hours, 18 minutes",Southwest Airlines
MCI,MDW,3850,"405 miles / 651 km","1 hour, 1 minute",Southwest Airlines
MCI,MEM,1005,"393 miles / 632 km","1 hour, 2 minutes",<undefined>
MCI,MGM,1,"671 miles / 1080 km","1 hour, 51 minutes",<undefined>
MCI,MIA,65,"1,252 miles / 2014 km","3 hours",<undefined>
MCI,MKE,3,"435 miles / 701 km","1 hour, 3 minutes",Southwest Airlines
MCI,MSN,250,"386 miles / 621 km","1 hour, 16 minutes",<undefined>
MCI,MSP,2136,"393 miles / 632 km","1 hour, 1 minute",Southwest Airlines
MCI,MSY,462,"690 miles / 1110 km","1 hour, 46 minutes",Southwest Airlines
MCI,OAK,686,"1,489 miles / 2396 km","3 hours, 24 minutes",Southwest Airlines
MCI,OKC,1128,"313 miles / 503 km","50 minutes",<undefined>
MCI,OMA,3,"152 miles / 244 km","48 minutes",<undefined>
MCI,ONT,301,"1,318 miles / 2120 km","3 hours, 8 minutes",<undefined>
MCI,ORD,3837,"403 miles / 648 km","1 hour, 2 minutes",<undefined>
MCI,PDX,366,"1,481 miles / 2384 km","3 hours, 26 minutes",Southwest Airlines
MCI,PHX,2165,"1,044 miles / 1680 km","2 hours, 26 minutes",Southwest Airlines
MCI,PIT,266,"773 miles / 1244 km","2 hours, 3 minutes",<undefined>
MCI,RDU,652,"904 miles / 1455 km","2 hours, 18 minutes",Southwest Airlines
MCI,RSW,5,"1,155 miles / 1859 km","2 hours, 25 minutes",Southwest Airlines
MCI,SAN,689,"1,333 miles / 2146 km","3 hours, 3 minutes",Southwest Airlines
MCI,SAT,577,"707 miles / 1137 km","1 hour, 55 minutes",Southwest Airlines
MCI,SEA,365,"1,489 miles / 2397 km","3 hours, 28 minutes",<undefined>
MCI,SLC,1054,"920 miles / 1481 km","2 hours, 15 minutes",<undefined>
MCI,SMF,306,"1,442 miles / 2321 km","3 hours, 23 minutes",<undefined>
MCI,STL,1763,"237 miles / 382 km","40 minutes",Southwest Airlines
MCI,TPA,695,"1,048 miles / 1686 km","2 hours, 13 minutes",Southwest Airlines
MCI,TUL,810,"223 miles / 359 km","57 minutes",<undefined>
MCI,TUS,233,"1,036 miles / 1667 km","2 hours, 34 minutes",<undefined>
MCN,ATL,652,"79 miles / 128 km","40 minutes",<undefined>
MCO,ABQ,726,"1,553 miles / 2499 km","3 hours, 35 minutes",<undefined>
MCO,ALB,1040,"1,073 miles / 1726 km","2 hours, 22 minutes",Jetblue Airways Corporation
MCO,ATL,9611,"404 miles / 650 km","1 hour, 4 minutes",Frontier Airlines
MCO,AUS,632,"994 miles / 1600 km","2 hours, 21 minutes",Frontier Airlines
MCO,AVL,47,"488 miles / 786 km","1 hour, 10 minutes",Spirit Airlines
MCO,BDL,1758,"1,050 miles / 1690 km","2 hours, 16 minutes",Frontier Airlines
MCO,BHM,1214,"479 miles / 771 km","1 hour, 14 minutes",Southwest Airlines
MCO,BMI,173,"936 miles / 1507 km","2 hours, 11 minutes",<undefined>
MCO,BNA,1782,"616 miles / 992 km","1 hour, 33 minutes",Frontier Airlines
MCO,BOS,3478,"1,121 miles / 1804 km","2 hours, 26 minutes",Frontier Airlines
MCO,BQN,492,"1,129 miles / 1816 km","2 hours, 17 minutes",Jetblue Airways Corporation
MCO,BTV,346,"1,194 miles / 1922 km","2 hours, 33 minutes",<undefined>
MCO,BUF,1877,"1,011 miles / 1627 km","2 hours, 14 minutes",Frontier Airlines
MCO,BWI,4926,"787 miles / 1267 km","1 hour, 49 minutes",Frontier Airlines
MCO,CAK,371,"861 miles / 1385 km","1 hour, 55 minutes",Spirit Airlines
MCO,CLE,1909,"895 miles / 1441 km","2 hours, 2 minutes",Frontier Airlines
MCO,CLT,3276,"468 miles / 753 km","1 hour, 16 minutes",Frontier Airlines
MCO,CMH,1165,"802 miles / 1291 km","1 hour, 51 minutes",Frontier Airlines
MCO,CVG,1304,"757 miles / 1218 km","1 hour, 46 minutes",Frontier Airlines
MCO,DAY,416,"808 miles / 1301 km","1 hour, 51 minutes",<undefined>
MCO,DCA,1845,"759 miles / 1221 km","1 hour, 45 minutes",<undefined>
MCO,DEN,2997,"1,546 miles / 2489 km","3 hours, 32 minutes",Frontier Airlines
MCO,DFW,4114,"985 miles / 1585 km","2 hours, 23 minutes",Frontier Airlines
MCO,DTW,3477,"957 miles / 1540 km","2 hours, 11 minutes",Frontier Airlines
MCO,EWR,4977,"937 miles / 1508 km","2 hours, 10 minutes",Frontier Airlines
MCO,EYW,35,"268 miles / 431 km","47 minutes",Silver Airways Corp
MCO,FLL,2074,"177 miles / 285 km","40 minutes",Spirit Airlines
MCO,FNT,455,"1,011 miles / 1628 km","2 hours, 16 minutes",<undefined>
MCO,GRR,128,"1,024 miles / 1648 km","2 hours, 15 minutes",Frontier Airlines
MCO,GSO,11,"534 miles / 860 km","1 hour, 34 minutes",Spirit Airlines
MCO,GSP,90,"449 miles / 722 km","1 hour, 6 minutes",Frontier Airlines
MCO,HOU,1758,"849 miles / 1367 km","2 hours, 7 minutes",<undefined>
MCO,HPN,1484,"972 miles / 1564 km","2 hours, 17 minutes",Jetblue Airways Corporation
MCO,HSV,248,"536 miles / 862 km","1 hour, 21 minutes",Frontier Airlines
MCO,IAD,4094,"758 miles / 1221 km","1 hour, 45 minutes",Frontier Airlines
MCO,IAH,2499,"854 miles / 1375 km","2 hours, 5 minutes",Frontier Airlines
MCO,IND,2306,"829 miles / 1333 km","1 hour, 57 minutes",Delta Air Lines
MCO,ISP,2110,"971 miles / 1563 km","2 hours, 9 minutes",Frontier Airlines
MCO,JAN,381,"588 miles / 946 km","1 hour, 29 minutes",<undefined>
MCO,JAX,2,"144 miles / 231 km","47 minutes",<undefined>
MCO,JFK,5371,"944 miles / 1520 km","2 hours, 6 minutes",<undefined>
MCO,LAS,1077,"2,039 miles / 3282 km","4 hours, 33 minutes",Frontier Airlines
MCO,LAX,1725,"2,218 miles / 3569 km","4 hours, 50 minutes",Jetblue Airways Corporation
MCO,LEX,39,"689 miles / 1109 km","1 hour, 35 minutes",<undefined>
MCO,LGA,3156,"950 miles / 1529 km","2 hours, 9 minutes",Frontier Airlines
MCO,LIT,1,"776 miles / 1248 km","2 hours, 3 minutes",<undefined>
MCO,MCI,1349,"1,072 miles / 1726 km","2 hours, 33 minutes",Frontier Airlines
MCO,MDT,42,"851 miles / 1370 km","1 hour, 58 minutes",Frontier Airlines
MCO,MDW,3565,"990 miles / 1593 km","2 hours, 22 minutes",Southwest Airlines
MCO,MEM,1434,"684 miles / 1100 km","1 hour, 41 minutes",Frontier Airlines
MCO,MHT,1606,"1,142 miles / 1837 km","2 hours, 30 minutes",Southwest Airlines
MCO,MIA,2195,"192 miles / 309 km","40 minutes",<undefined>
MCO,MKE,831,"1,067 miles / 1716 km","2 hours, 27 minutes",Frontier Airlines
MCO,MLI,172,"1,037 miles / 1669 km","2 hours, 20 minutes",<undefined>
MCO,MSP,1929,"1,310 miles / 2109 km","2 hours, 59 minutes",Frontier Airlines
MCO,MSY,1568,"551 miles / 887 km","1 hour, 25 minutes",Frontier Airlines
MCO,OKC,9,"1,069 miles / 1721 km","2 hours, 38 minutes",<undefined>
MCO,OMA,9,"1,211 miles / 1948 km","2 hours, 55 minutes",<undefined>
MCO,ORD,3978,"1,005 miles / 1618 km","2 hours, 25 minutes",<undefined>
MCO,ORF,755,"655 miles / 1054 km","1 hour, 31 minutes",Frontier Airlines
MCO,PBI,1,"141 miles / 228 km","47 minutes",<undefined>
MCO,PDX,237,"2,534 miles / 4079 km","5 hours, 34 minutes",<undefined>
MCO,PFN,195,"291 miles / 469 km","1 hour, 5 minutes",<undefined>
MCO,PHF,362,"662 miles / 1065 km","1 hour, 30 minutes",<undefined>
MCO,PHL,7034,"861 miles / 1386 km","2 hours",Southwest Airlines
MCO,PHX,1038,"1,849 miles / 2975 km","4 hours, 10 minutes",Southwest Airlines
MCO,PIT,2465,"834 miles / 1342 km","1 hour, 53 minutes",Southwest Airlines
MCO,PNS,365,"381 miles / 614 km","1 hour, 16 minutes",Silver Airways Corp
MCO,PSE,347,"1,179 miles / 1897 km","2 hours, 28 minutes",Jetblue Airways Corporation
MCO,PVD,2149,"1,072 miles / 1726 km","2 hours, 19 minutes",Frontier Airlines
MCO,PWM,460,"1,214 miles / 1954 km","2 hours, 30 minutes",Frontier Airlines
MCO,RDU,1655,"534 miles / 859 km","1 hour, 20 minutes",Delta Air Lines
MCO,RIC,517,"667 miles / 1073 km","1 hour, 32 minutes",Jetblue Airways Corporation
MCO,ROC,701,"1,033 miles / 1662 km","2 hours, 13 minutes",Southwest Airlines
MCO,RSW,1414,"133 miles / 214 km","31 minutes",Silver Airways Corp
MCO,SAN,13,"2,149 miles / 3458 km","4 hours, 49 minutes",Frontier Airlines
MCO,SAT,744,"1,041 miles / 1676 km","2 hours, 28 minutes",Frontier Airlines
MCO,SDF,533,"719 miles / 1156 km","1 hour, 44 minutes",Southwest Airlines
MCO,SEA,731,"2,554 miles / 4110 km","5 hours, 42 minutes",<undefined>
MCO,SFO,366,"2,446 miles / 3937 km","5 hours, 23 minutes",<undefined>
MCO,SJU,2420,"1,188 miles / 1913 km","2 hours, 24 minutes",Frontier Airlines
MCO,SLC,685,"1,931 miles / 3108 km","4 hours, 17 minutes",Delta Air Lines
MCO,STL,2422,"881 miles / 1418 km","2 hours, 7 minutes",Frontier Airlines
MCO,SWF,834,"989 miles / 1591 km","2 hours, 20 minutes",Jetblue Airways Corporation
MCO,SYR,390,"1,053 miles / 1695 km","2 hours, 17 minutes",Frontier Airlines
MCO,TLH,219,"228 miles / 367 km","57 minutes",Silver Airways Corp
MCO,TPA,1,"81 miles / 130 km","40 minutes",<undefined>
MCO,TUL,9,"1,005 miles / 1618 km","2 hours, 31 minutes",<undefined>
MCO,TYS,126,"532 miles / 857 km","1 hour, 17 minutes",<undefined>
MDT,ATL,1789,"619 miles / 997 km","1 hour, 36 minutes",<undefined>
MDT,AVP,1,"96 miles / 154 km","42 minutes",<undefined>
MDT,BWI,1,"70 miles / 113 km","38 minutes",<undefined>
MDT,CLE,58,"280 miles / 450 km","48 minutes",<undefined>
MDT,CLT,1144,"413 miles / 664 km","1 hour, 8 minutes",<undefined>
MDT,CVG,1008,"429 miles / 690 km","1 hour, 14 minutes",<undefined>
MDT,DCA,1,"94 miles / 151 km","41 minutes",<undefined>
MDT,DFW,274,"1,231 miles / 1982 km","2 hours, 58 minutes",<undefined>
MDT,DTW,542,"371 miles / 596 km","1 hour, 6 minutes",<undefined>
MDT,IAD,937,"93 miles / 150 km","41 minutes",<undefined>
MDT,LGA,2,"158 miles / 253 km","49 minutes",<undefined>
MDT,MCO,42,"851 miles / 1370 km","2 hours",<undefined>
MDT,MSP,197,"898 miles / 1446 km","2 hours, 18 minutes",<undefined>
MDT,ORD,1598,"594 miles / 956 km","1 hour, 36 minutes",<undefined>
MDW,ABQ,730,"1,121 miles / 1804 km","2 hours, 37 minutes",<undefined>
MDW,ALB,729,"717 miles / 1154 km","1 hour, 29 minutes",Southwest Airlines
MDW,ATL,3257,"591 miles / 950 km","1 hour, 25 minutes",<undefined>
MDW,AUS,713,"972 miles / 1564 km","2 hours, 14 minutes",<undefined>
MDW,BDL,1052,"777 miles / 1250 km","1 hour, 38 minutes",Southwest Airlines
MDW,BHM,726,"570 miles / 917 km","1 hour, 19 minutes",Southwest Airlines
MDW,BNA,3016,"395 miles / 635 km","1 hour",<undefined>
MDW,BOS,345,"860 miles / 1385 km","1 hour, 48 minutes",Southwest Airlines
MDW,BUF,1278,"468 miles / 754 km","1 hour, 5 minutes",Southwest Airlines
MDW,BWI,2776,"611 miles / 983 km","1 hour, 24 minutes",<undefined>
MDW,CLE,2556,"307 miles / 494 km","49 minutes",Southwest Airlines
MDW,CLT,13,"584 miles / 940 km","1 hour, 40 minutes",Southwest Airlines
MDW,CMH,2644,"283 miles / 455 km","47 minutes",<undefined>
MDW,DEN,4325,"896 miles / 1441 km","2 hours, 9 minutes",<undefined>
MDW,DTW,3070,"228 miles / 367 km","43 minutes",Southwest Airlines
MDW,EWR,278,"711 miles / 1144 km","1 hour, 36 minutes",<undefined>
MDW,FLL,1621,"1,167 miles / 1878 km","2 hours, 34 minutes",<undefined>
MDW,HOU,2052,"937 miles / 1508 km","2 hours, 14 minutes",<undefined>
MDW,IAD,2065,"577 miles / 929 km","1 hour, 19 minutes",<undefined>
MDW,IND,1314,"162 miles / 261 km","31 minutes",<undefined>
MDW,ISP,1422,"765 miles / 1231 km","1 hour, 47 minutes",<undefined>
MDW,JAN,682,"666 miles / 1072 km","1 hour, 34 minutes",<undefined>
MDW,LAS,3832,"1,521 miles / 2447 km","3 hours, 27 minutes",<undefined>
MDW,LAX,2390,"1,750 miles / 2817 km","3 hours, 56 minutes",<undefined>
MDW,LIT,383,"544 miles / 875 km","1 hour, 19 minutes",<undefined>
MDW,MCI,3885,"405 miles / 651 km","1 hour, 5 minutes",<undefined>
MDW,MCO,3568,"990 miles / 1593 km","2 hours, 9 minutes",<undefined>
MDW,MHT,1649,"838 miles / 1348 km","1 hour, 42 minutes",Southwest Airlines
MDW,MIA,133,"1,182 miles / 1902 km","2 hours, 52 minutes",<undefined>
MDW,MSP,1476,"349 miles / 561 km","1 hour, 3 minutes",Southwest Airlines
MDW,MSY,391,"825 miles / 1328 km","1 hour, 51 minutes",Southwest Airlines
MDW,OAK,1719,"1,844 miles / 2968 km","4 hours, 10 minutes",Southwest Airlines
MDW,OMA,2047,"423 miles / 681 km","1 hour, 7 minutes",Southwest Airlines
MDW,ORF,731,"704 miles / 1133 km","1 hour, 37 minutes",Southwest Airlines
MDW,PDX,891,"1,751 miles / 2818 km","4 hours",Southwest Airlines
MDW,PHL,2664,"668 miles / 1075 km","1 hour, 31 minutes",Southwest Airlines
MDW,PHX,2800,"1,444 miles / 2324 km","3 hours, 18 minutes",Southwest Airlines
MDW,PIT,2037,"402 miles / 647 km","58 minutes",Southwest Airlines
MDW,PVD,1380,"842 miles / 1356 km","1 hour, 47 minutes",Southwest Airlines
MDW,RDU,1353,"632 miles / 1017 km","1 hour, 28 minutes",Southwest Airlines
MDW,RNO,365,"1,680 miles / 2704 km","3 hours, 50 minutes",<undefined>
MDW,RSW,1095,"1,105 miles / 1779 km","2 hours, 24 minutes",Southwest Airlines
MDW,SAN,1708,"1,728 miles / 2781 km","3 hours, 53 minutes",Southwest Airlines
MDW,SAT,700,"1,036 miles / 1668 km","2 hours, 24 minutes",Southwest Airlines
MDW,SDF,1690,"271 miles / 436 km","46 minutes",Southwest Airlines
MDW,SEA,1331,"1,733 miles / 2789 km","4 hours",Southwest Airlines
MDW,SFO,1083,"1,855 miles / 2985 km","4 hours, 13 minutes",Southwest Airlines
MDW,SJC,658,"1,838 miles / 2957 km","4 hours, 13 minutes",Southwest Airlines
MDW,SLC,1003,"1,259 miles / 2026 km","3 hours, 2 minutes",Southwest Airlines
MDW,SMF,686,"1,790 miles / 2881 km","4 hours, 4 minutes",Southwest Airlines
MDW,SRQ,565,"1,035 miles / 1665 km","2 hours, 14 minutes",<undefined>
MDW,STL,3784,"251 miles / 404 km","45 minutes",Southwest Airlines
MDW,TPA,2231,"997 miles / 1604 km","2 hours, 10 minutes",Southwest Airlines
MDW,TUS,727,"1,440 miles / 2317 km","3 hours, 16 minutes",Southwest Airlines
MEI,ATL,674,"267 miles / 429 km","46 minutes",<undefined>
MEM,ATL,4870,"332 miles / 534 km","52 minutes",<undefined>
MEM,AUS,835,"559 miles / 900 km","1 hour, 28 minutes",<undefined>
MEM,BDL,49,"1,049 miles / 1687 km","2 hours, 36 minutes",<undefined>
MEM,BHM,891,"211 miles / 339 km","36 minutes",<undefined>
MEM,BNA,1024,"200 miles / 322 km","36 minutes",<undefined>
MEM,BOS,199,"1,139 miles / 1833 km","2 hours, 23 minutes",<undefined>
MEM,BTR,998,"318 miles / 512 km","50 minutes",<undefined>
MEM,BWI,783,"787 miles / 1267 km","1 hour, 37 minutes",<undefined>
MEM,CAE,706,"511 miles / 822 km","1 hour, 31 minutes",<undefined>
MEM,CHA,629,"271 miles / 435 km","1 hour, 2 minutes",<undefined>
MEM,CHS,709,"589 miles / 948 km","1 hour, 41 minutes",<undefined>
MEM,CLE,1205,"622 miles / 1002 km","1 hour, 26 minutes",<undefined>
